support_case_id,interaction_requested_event_id,request_created,response_created,interaction_option
385640464,2778901684,2024-06-06T13:12:07Z,null,null
385640937,2779169407,2024-06-06T14:10:38Z,null,null
385550297,2778073869,2024-06-06T10:12:08Z,null,null
385690011,2779336083,2024-06-06T14:47:08Z,null,null
385600318,2779234294,2024-06-06T14:24:38Z,null,null
385732626,2780221817,2024-06-06T18:07:29Z,null,null
385493329,2777601607,2024-06-06T08:17:59Z,null,null
385944399,2781151358,2024-06-06T22:40:59Z,null,null
385880689,2780706984,2024-06-06T20:08:29Z,null,null
385522359,2777152451,2024-06-06T05:56:32Z,null,null
385539508,2778351353,2024-06-06T11:12:38Z,null,null
385709412,2779476278,2024-06-06T15:17:29Z,null,null
385531412,2777864409,2024-06-06T09:24:38Z,null,null
385860877,2781268584,2024-06-06T23:40:59Z,null,null
385739097,2779728837,2024-06-06T16:13:29Z,null,null
385441353,2777693357,2024-06-06T08:41:58Z,null,null
385762570,2780028945,2024-06-06T17:22:29Z,null,null
385762042,2780165496,2024-06-06T17:54:29Z,null,null
385751116,2778570575,2024-06-06T11:59:07Z,2024-06-06T18:27:51Z,good
385546244,2778024204,2024-06-06T10:01:08Z,null,null
385442834,2776946693,2024-06-06T04:08:28Z,null,null
385901282,2780870787,2024-06-06T20:54:58Z,null,null
385499544,2777532944,2024-06-06T07:59:58Z,null,null
385831718,2780381826,2024-06-06T18:45:29Z,null,null
385810190,2780523698,2024-06-06T19:20:29Z,null,null
385493038,2777506768,2024-06-06T07:52:29Z,null,null
385933853,2776926612,2024-06-06T03:54:14Z,null,null
385512389,2779259792,2024-06-06T14:30:09Z,null,null
385412883,2780633344,2024-06-06T19:48:29Z,null,null
385795721,2780152984,2024-06-06T17:51:29Z,null,null
385887444,2780754311,2024-06-06T20:21:29Z,null,null
385638804,2778890425,2024-06-06T13:09:38Z,null,null
385525624,2778440741,2024-06-06T11:31:20Z,2024-06-06T11:32:10Z,good
385463312,2777266471,2024-06-06T06:37:29Z,null,null
385560379,2778205701,2024-06-06T10:41:35Z,null,null
385681869,2780523684,2024-06-06T19:20:29Z,null,null
385785823,2780047755,2024-06-06T17:26:59Z,null,null
385575813,2778728897,2024-06-06T12:33:08Z,2024-06-06T12:34:06Z,good
385839499,2780495228,2024-06-06T19:13:29Z,null,null
385594945,2778760658,2024-06-06T12:40:38Z,null,null
385487399,2780705716,2024-06-06T20:08:05Z,null,null
385935395,2781093324,2024-06-06T22:15:29Z,null,null
385588911,2778462928,2024-06-06T11:36:08Z,null,null
385456387,2777070897,2024-06-06T05:19:28Z,2024-06-06T05:23:00Z,good
385624448,2779094340,2024-06-06T13:54:08Z,null,null
385812795,2780242727,2024-06-06T18:12:29Z,null,null
385677233,2779329288,2024-06-06T14:45:38Z,null,null
385418302,2776767631,2024-06-06T01:34:29Z,2024-06-06T03:14:01Z,good
385515053,2778595604,2024-06-06T12:04:38Z,null,null
385928445,2781045023,2024-06-06T21:55:29Z,null,null
385742872,2914221515,2024-07-05T16:00:43Z,2024-07-05T16:01:08Z,bad
385503372,2847742029,2024-06-21T09:04:16Z,null,null
385461367,2847279761,2024-06-21T06:45:16Z,null,null
385453132,2810580473,2024-06-13T09:06:30Z,null,null
385709143,2772623688,2024-06-05T06:15:55Z,2024-06-06T16:51:14Z,good
385401060,2775898518,2024-06-05T19:13:09Z,2024-06-06T02:18:08Z,bad
385454412,2773621620,2024-06-05T10:41:24Z,null,null
385747468,2775636452,2024-06-05T18:08:32Z,null,null
385449580,2775177241,2024-06-05T16:23:12Z,null,null
385477832,2773800087,2024-06-05T11:20:43Z,null,null
385705777,2773138260,2024-06-05T08:50:27Z,null,null
385489452,2773522053,2024-06-05T10:19:27Z,null,null
385925896,2772842817,2024-06-05T07:28:44Z,null,null
385894594,2774028161,2024-06-05T12:10:27Z,null,null
385949633,2773891457,2024-06-05T11:40:46Z,null,null
385710567,2775375989,2024-06-05T17:08:12Z,null,null
385495074,2775434126,2024-06-05T17:21:32Z,null,null
385424895,2776073556,2024-06-05T20:00:52Z,2024-06-05T20:02:04Z,good
385432169,2772267250,2024-06-05T02:30:38Z,2024-06-05T09:02:18Z,good
385647543,2774759662,2024-06-05T14:50:52Z,null,null
385571861,2773181780,2024-06-05T09:01:27Z,null,null
385475202,2773249139,2024-06-05T09:17:47Z,null,null
385716961,2772750466,2024-06-05T07:00:25Z,null,null
385896017,2774345267,2024-06-05T13:19:26Z,null,null
385618819,2774868525,2024-06-05T15:14:52Z,2024-06-05T15:31:30Z,bad
385797262,2772246377,2024-06-05T02:10:45Z,null,null
385936017,2772423036,2024-06-05T04:37:16Z,null,null
385949633,2773891714,2024-06-05T11:40:50Z,2024-06-05T21:07:14Z,good
385799063,2773789407,2024-06-05T11:18:27Z,null,null
385674038,2774788371,2024-06-05T14:57:12Z,null,null
385937977,2775287047,2024-06-05T16:47:52Z,null,null
385943542,2772300234,2024-06-05T03:02:27Z,null,null
385477769,2773544709,2024-06-05T10:24:27Z,null,null
385947477,2775046189,2024-06-05T15:53:52Z,null,null
385432169,2773185493,2024-06-05T09:02:19Z,null,null
385649250,2776075987,2024-06-05T20:01:32Z,2024-06-05T23:00:24Z,bad
385806039,2773186035,2024-06-05T09:02:27Z,null,null
385908642,2772200228,2024-06-05T01:24:04Z,null,null
385514402,2772164090,2024-06-05T00:49:45Z,null,null
385861226,2759750548,2024-06-02T10:35:33Z,2024-06-04T07:52:31Z,bad
385630745,2762762534,2024-06-02T23:20:33Z,2024-06-03T17:45:20Z,bad
385647545,2761619163,2024-06-02T17:47:58Z,2024-06-03T10:41:18Z,good
385414370,2762824730,2024-06-02T23:58:54Z,2024-06-03T08:20:05Z,bad
385571861,2761384751,2024-06-02T16:51:39Z,2024-06-03T03:24:36Z,bad
385597892,2761696655,2024-06-02T18:05:50Z,2024-06-03T16:20:47Z,good
385947477,2758788990,2024-06-02T04:53:16Z,2024-06-03T07:33:46Z,bad
385874888,2761976639,2024-06-02T19:10:21Z,2024-06-03T08:23:19Z,bad
385572041,2761714616,2024-06-02T18:09:51Z,2024-06-03T02:11:52Z,good
385778835,2759531320,2024-06-02T09:36:06Z,2024-06-03T12:44:48Z,good
385941299,2758500529,2024-06-02T01:40:10Z,2024-06-03T18:13:35Z,bad
385512370,2759868608,2024-06-02T11:04:48Z,2024-06-03T06:58:11Z,good
385632343,2760993278,2024-06-02T15:21:42Z,2024-06-02T15:23:17Z,good
385940732,2759106855,2024-06-02T07:24:12Z,2024-06-02T07:25:10Z,good
385760215,2758380870,2024-06-02T00:33:35Z,2024-06-02T15:20:17Z,good
385874840,2759340718,2024-06-02T08:41:07Z,2024-06-02T08:41:15Z,good
385909515,2762599085,2024-06-02T22:06:06Z,2024-06-02T22:06:07Z,good
385830561,2762195637,2024-06-02T20:02:57Z,null,null
385503501,2762358122,2024-06-02T20:48:07Z,2024-06-02T20:51:38Z,bad
385889291,2759296818,2024-06-02T08:28:01Z,2024-06-02T08:28:26Z,bad
385810361,2759063142,2024-06-02T07:07:56Z,2024-06-02T07:09:06Z,good
385932316,2758908440,2024-06-02T06:00:21Z,2024-06-02T09:14:56Z,bad
385610449,2759823148,2024-06-02T10:53:44Z,2024-06-02T10:54:16Z,good
385819120,2759292279,2024-06-02T08:26:43Z,2024-06-02T08:26:58Z,good
385687160,2758496299,2024-06-02T01:37:46Z,2024-06-02T11:38:03Z,bad
385963570,2758354747,2024-06-02T00:20:45Z,2024-06-02T08:41:57Z,bad
385599019,2761929697,2024-06-02T18:59:54Z,null,null
385575697,2759057724,2024-06-02T07:05:46Z,2024-06-02T07:05:49Z,good
385760215,2760986937,2024-06-02T15:20:17Z,2024-06-02T15:20:20Z,good
385785649,2761481153,2024-06-02T17:14:58Z,2024-06-02T17:26:18Z,bad
385772707,2758517320,2024-06-02T01:50:59Z,2024-06-02T01:51:23Z,good
385933608,2761652680,2024-06-02T17:55:44Z,null,null
385805946,2758696270,2024-06-02T03:48:49Z,null,null
385931142,2758511495,2024-06-02T01:47:22Z,null,null
385916709,2758731694,2024-06-02T04:13:05Z,2024-06-02T08:45:37Z,good
385966971,2758312723,2024-06-02T00:00:33Z,null,null
385928961,2759332143,2024-06-02T08:38:25Z,2024-06-02T08:42:35Z,bad
385900244,2758518582,2024-06-02T01:51:44Z,null,null
385822063,2758311970,2024-06-02T00:00:13Z,2024-06-02T09:25:17Z,bad
385967220,2760563069,2024-06-02T13:44:55Z,2024-06-02T13:56:02Z,good
385861226,2758818898,2024-06-02T05:11:53Z,2024-06-02T10:11:03Z,bad
385883550,2758990773,2024-06-02T06:38:22Z,null,null
385799063,2759541265,2024-06-02T09:38:46Z,2024-06-02T14:08:26Z,bad
385965978,2758315705,2024-06-02T00:01:53Z,2024-06-02T00:17:59Z,good
385914489,2758636742,2024-06-02T03:07:26Z,2024-06-02T20:32:03Z,bad
385751197,2760356476,2024-06-02T12:59:21Z,null,null
385687160,2760381230,2024-06-02T13:04:58Z,2024-06-02T13:20:01Z,good
385891249,2758948135,2024-06-02T06:19:14Z,2024-06-02T08:10:16Z,bad
385966971,2758312376,2024-06-02T00:00:24Z,2024-06-02T00:00:33Z,good
385966444,2760423005,2024-06-02T13:14:09Z,null,null
385834404,2758887822,2024-06-02T05:49:40Z,null,null
385682960,2758765462,2024-06-02T04:36:10Z,null,null
385679556,2758949546,2024-06-02T06:19:53Z,null,null
385858685,2760433745,2024-06-02T13:16:31Z,null,null
385911621,2758478131,2024-06-02T01:26:47Z,null,null
385912088,2760399014,2024-06-02T13:08:44Z,2024-06-02T14:21:56Z,good
385837714,2760145025,2024-06-02T12:10:43Z,2024-06-02T16:48:59Z,good
385944034,2759198685,2024-06-02T07:56:32Z,null,null
385894335,2758689239,2024-06-02T03:43:52Z,2024-06-02T03:45:42Z,good
385880070,2758437864,2024-06-02T01:02:58Z,null,null
385960310,2758413568,2024-06-02T00:49:29Z,null,null
385687160,2760449798,2024-06-02T13:20:02Z,2024-06-02T13:20:06Z,good
385806039,2758592419,2024-06-02T02:38:17Z,null,null
385768168,2758970164,2024-06-02T06:29:20Z,2024-06-02T06:38:15Z,good
385855302,2758449233,2024-06-02T01:09:13Z,2024-06-02T07:03:21Z,bad
385908447,2758711436,2024-06-02T03:59:06Z,null,null
385963570,2759406022,2024-06-02T09:00:13Z,null,null
385603732,2759048630,2024-06-02T07:02:22Z,null,null
385819120,2759118626,2024-06-02T07:28:34Z,2024-06-02T08:26:43Z,good
385965978,2758349479,2024-06-02T00:17:59Z,2024-06-02T00:18:03Z,good
385872939,2758358857,2024-06-02T00:22:44Z,null,null
385584028,2760275208,2024-06-02T12:40:35Z,null,null
385709209,2759816270,2024-06-02T10:52:02Z,2024-06-02T10:52:45Z,bad
385794984,2758784967,2024-06-02T04:50:04Z,2024-06-02T08:21:48Z,good
385709209,2759792147,2024-06-02T10:45:57Z,2024-06-02T10:46:06Z,bad
385922813,2759823882,2024-06-02T10:53:54Z,null,null
385887917,2759001618,2024-06-02T06:43:03Z,null,null
385438317,2758335296,2024-06-02T00:11:06Z,2024-06-02T00:32:53Z,bad
385949898,2758376365,2024-06-02T00:31:20Z,null,null
385785649,2761602023,2024-06-02T17:43:50Z,null,null
385794984,2759276794,2024-06-02T08:21:49Z,null,null
385912088,2760729166,2024-06-02T14:21:56Z,null,null
385726189,2760862893,2024-06-02T14:52:12Z,null,null
385708995,2759938636,2024-06-02T11:21:49Z,null,null
385953644,2759582918,2024-06-02T09:50:45Z,2024-06-02T09:50:55Z,good
385896764,2759170147,2024-06-02T07:46:38Z,null,null
385940732,2759109551,2024-06-02T07:25:11Z,2024-06-02T07:25:15Z,good
385401060,2760832750,2024-06-02T14:45:22Z,2024-06-02T14:59:39Z,bad
385837714,2759289095,2024-06-02T08:25:48Z,2024-06-02T08:27:12Z,bad
385930410,2758559369,2024-06-02T02:16:45Z,null,null
385962336,2758613700,2024-06-02T02:52:30Z,2024-06-02T02:52:34Z,good
385768672,2758365900,2024-06-02T00:26:09Z,2024-06-02T00:26:30Z,good
385610189,2761654534,2024-06-02T17:56:10Z,null,null
385832275,2762567181,2024-06-02T21:54:00Z,null,null
385768168,2758990489,2024-06-02T06:38:16Z,2024-06-02T06:38:19Z,good
385948639,2759459308,2024-06-02T09:15:12Z,null,null
385789656,2761474795,2024-06-02T17:13:28Z,null,null
385880846,2758677798,2024-06-02T03:35:31Z,2024-06-02T03:35:54Z,bad
385932316,2759967089,2024-06-02T11:28:31Z,null,null
385764298,2760212788,2024-06-02T12:26:13Z,2024-06-02T12:29:23Z,good
385879765,2758752278,2024-06-02T04:27:39Z,null,null
385965569,2758334049,2024-06-02T00:10:34Z,null,null
385763039,2758367755,2024-06-02T00:27:05Z,null,null
385899866,2759926917,2024-06-02T11:19:02Z,null,null
385438317,2758600700,2024-06-02T02:43:56Z,null,null
385931082,2758462537,2024-06-02T01:17:09Z,null,null
385934784,2760935068,2024-06-02T15:08:30Z,2024-06-02T15:08:33Z,good
385930347,2759028702,2024-06-02T06:54:19Z,2024-06-02T09:17:08Z,good
385863372,2759269922,2024-06-02T08:19:40Z,2024-06-02T08:19:42Z,good
385967220,2760611433,2024-06-02T13:56:03Z,null,null
385822063,2759889907,2024-06-02T11:09:56Z,null,null
385482134,2759411489,2024-06-02T09:01:47Z,null,null
385879765,2758444491,2024-06-02T01:06:49Z,2024-06-02T04:27:39Z,good
385591914,2760064585,2024-06-02T11:51:41Z,2024-06-02T11:51:47Z,bad
385415685,2762640609,2024-06-02T22:23:00Z,2024-06-02T22:23:06Z,good
385930347,2759466492,2024-06-02T09:17:08Z,null,null
385962336,2758609415,2024-06-02T02:49:32Z,2024-06-02T02:52:30Z,good
385824076,2759402571,2024-06-02T08:59:14Z,2024-06-02T08:59:21Z,good
385873889,2759212843,2024-06-02T08:01:27Z,2024-06-02T08:01:30Z,good
385919323,2758681079,2024-06-02T03:37:50Z,null,null
385963692,2758590871,2024-06-02T02:37:03Z,null,null
385863107,2759952866,2024-06-02T11:25:14Z,2024-06-02T11:25:18Z,good
385888274,2759007060,2024-06-02T06:45:20Z,null,null
385880846,2758776495,2024-06-02T04:44:10Z,null,null
385928961,2759354081,2024-06-02T08:45:06Z,null,null
385941321,2758758056,2024-06-02T04:31:41Z,null,null
385889291,2758354124,2024-06-02T00:20:28Z,2024-06-02T08:28:01Z,good
385810361,2759066267,2024-06-02T07:09:06Z,2024-06-02T07:09:10Z,good
385889061,2758390032,2024-06-02T00:38:02Z,null,null
385610449,2759825206,2024-06-02T10:54:16Z,null,null
385824076,2759161487,2024-06-02T07:43:42Z,2024-06-02T08:59:13Z,good
385874840,2759290814,2024-06-02T08:26:18Z,2024-06-02T08:41:07Z,good
385530187,2760983733,2024-06-02T15:19:34Z,null,null
385822063,2759516597,2024-06-02T09:31:39Z,2024-06-02T10:30:03Z,bad
385548619,2760964567,2024-06-02T15:15:20Z,2024-06-02T15:15:23Z,good
385415685,2762465785,2024-06-02T21:21:01Z,2024-06-02T22:23:00Z,good
385512370,2759687136,2024-06-02T10:18:28Z,2024-06-02T10:23:27Z,bad
385957288,2759071176,2024-06-02T07:11:05Z,2024-06-02T07:11:08Z,bad
385933853,2758499737,2024-06-02T01:39:38Z,2024-06-02T02:31:33Z,bad
385648937,2760164490,2024-06-02T12:15:19Z,2024-06-02T12:15:39Z,good
385793132,2759357787,2024-06-02T08:46:18Z,2024-06-02T08:46:21Z,good
385791651,2758623269,2024-06-02T02:58:44Z,2024-06-02T02:59:22Z,good
385632343,2761000169,2024-06-02T15:23:18Z,2024-06-02T15:23:22Z,bad
385571861,2760801691,2024-06-02T14:38:34Z,2024-06-02T15:40:47Z,bad
385620435,2759751625,2024-06-02T10:35:50Z,null,null
385926188,2758425893,2024-06-02T00:56:15Z,2024-06-02T03:50:59Z,good
385916709,2759355727,2024-06-02T08:45:37Z,2024-06-02T08:45:44Z,good
385691500,2759696511,2024-06-02T10:20:59Z,2024-06-02T10:22:42Z,good
385880846,2758775638,2024-06-02T04:43:35Z,2024-06-02T04:44:10Z,good
385911621,2758470586,2024-06-02T01:22:14Z,2024-06-02T01:23:09Z,bad
385579634,2758946143,2024-06-02T06:18:24Z,null,null
385955772,2758751853,2024-06-02T04:27:18Z,null,null
385922813,2759812124,2024-06-02T10:50:56Z,2024-06-02T10:53:54Z,good
385903318,2762135119,2024-06-02T19:47:43Z,null,null
385661610,2759459986,2024-06-02T09:15:23Z,2024-06-02T09:15:26Z,good
385937242,2758399474,2024-06-02T00:42:38Z,null,null
385772707,2758518103,2024-06-02T01:51:24Z,2024-06-02T01:51:59Z,bad
385611103,2758696588,2024-06-02T03:49:01Z,2024-06-02T03:49:04Z,good
385877045,2758316662,2024-06-02T00:02:22Z,null,null
385513539,2759685310,2024-06-02T10:18:00Z,2024-06-02T10:18:02Z,good
385655419,2759153629,2024-06-02T07:41:12Z,null,null
385953518,2759001947,2024-06-02T06:43:10Z,2024-06-02T06:43:12Z,bad
385439093,2758839030,2024-06-02T05:23:16Z,null,null
385818584,2758940981,2024-06-02T06:16:06Z,2024-06-02T06:20:33Z,bad
385933397,2758572409,2024-06-02T02:25:09Z,null,null
385529851,2761746550,2024-06-02T18:17:15Z,null,null
385932316,2759525233,2024-06-02T09:34:19Z,2024-06-02T09:34:58Z,bad
385863372,2758378657,2024-06-02T00:32:26Z,2024-06-02T08:19:39Z,good
385648937,2760165921,2024-06-02T12:15:39Z,null,null
385691500,2759702810,2024-06-02T10:22:43Z,2024-06-02T10:22:50Z,bad
385934784,2758517886,2024-06-02T01:51:17Z,2024-06-02T15:08:30Z,good
385764298,2760226174,2024-06-02T12:29:23Z,2024-06-02T12:29:26Z,bad
385921499,2758608822,2024-06-02T02:49:08Z,null,null
385401060,2759771348,2024-06-02T10:40:45Z,2024-06-02T14:12:46Z,bad
385887930,2758468261,2024-06-02T01:20:52Z,null,null
385837714,2761373779,2024-06-02T16:48:59Z,2024-06-02T16:49:03Z,good
385926188,2758699612,2024-06-02T03:50:59Z,2024-06-02T03:51:03Z,good
385806548,2759546936,2024-06-02T09:40:25Z,2024-06-02T10:26:40Z,bad
385926618,2758548700,2024-06-02T02:10:08Z,null,null
